"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"81","EPC1",2.163,0.0153,0.869,0.705,0.143,0.0131,81,1.88272870434424
"82","BRD3",2.636,0.00419,0.906,0.691,0.145,0.0136,82,1.86646109162978
"83","MYCN",2.947,0.00161,0.637,0.713,0.146,0.0139,83,1.85698519974591
"84","BARX2",1.693,0.0452,0.889,0.717,0.147,0.0142,84,1.84771165561694
"85","CDC5L",1.796,0.0362,2.191,0.671,0.147,0.0143,85,1.84466396253494
"86","ZNF71",1.733,0.0416,0.993,0.701,0.148,0.0145,86,1.83863199776503
"87","TAF7",2.501,0.00619,1.208,0.678,0.148,0.0147,87,1.83268266525182
"88","KDM2B",4.512,3.21e-06,0.442,0.725,0.15,0.0153,88,1.8153085691824
"89","SIN3A",3.386,0.000355,0.487,0.721,0.151,0.0154,89,1.81247927916354
"90","CTBP1",1.711,0.0436,2.223,0.671,0.151,0.0154,90,1.81247927916354
"91","TFAP2C",1.877,0.0303,1.713,0.674,0.151,0.0155,91,1.80966830182971
"92","NFATC3",1.369,0.0856,2.929,0.677,0.151,0.0155,92,1.80966830182971
"93","CTCF",3.113,0.000926,0.445,0.74,0.152,0.0159,93,1.79860287567955
"94","WDR5",2.598,0.0047,0.755,0.695,0.155,0.0169,94,1.77211329538633
"95","NELFA",4.517,3.14e-06,0.461,0.712,0.156,0.0171,95,1.76700388960785
"96","H2AZ",6.112,4.91e-10,0.302,0.742,0.157,0.0174,96,1.7594507517174
"97","PHF8",4.981,3.17e-07,0.337,0.734,0.157,0.0174,97,1.7594507517174
"98","GRHL2",1.511,0.0654,1.502,0.686,0.157,0.0176,98,1.75448733218585
"99","ZSCAN2",1.355,0.0877,2.379,0.676,0.159,0.0181,99,1.74232142513082
"100","OGT",2.778,0.00274,0.575,0.71,0.16,0.0184,100,1.73518217699046
"101","FXR1",1.53,0.063,1.286,0.69,0.161,0.0187,101,1.7281583934635
"102","TBL1X",1.443,0.0746,1.703,0.683,0.161,0.0188,102,1.72584215073632
"103","ZSCAN5A",1.903,0.0285,1.285,0.677,0.161,0.0188,103,1.72584215073632
"104","YBX3",1.723,0.0424,1.804,0.672,0.161,0.0189,104,1.72353819582676
"105","RBP2",1.731,0.0417,0.614,0.752,0.162,0.0193,105,1.71444269099223
"106","KAT5",2.347,0.00947,0.532,0.718,0.164,0.0198,106,1.70333480973847
"107","DDX21",2.354,0.00929,0.572,0.713,0.165,0.0201,107,1.69680394257951
"108","MIER1",1.69,0.0456,2.294,0.665,0.165,0.0202,108,1.69464863055338
"109","GLI4",1.787,0.037,1.563,0.672,0.166,0.0208,109,1.68193666503724
"110","KDM4B",1.963,0.0248,1.044,0.683,0.167,0.0209,110,1.67985371388895
"111","THAP1",1.603,0.0545,0.924,0.699,0.167,0.021,111,1.67778070526608
"112","XRN2",3.938,4.11e-05,0.523,0.698,0.168,0.0212,112,1.67366413907125
"113","HDGF",1.852,0.032,1.768,0.667,0.169,0.0216,113,1.66554624884907
"114","MTA3",1.042,0.149,2.175,0.685,0.17,0.022,114,1.65757731917779
"115","ZKSCAN1",1.598,0.055,2.775,0.661,0.17,0.0223,115,1.65169513695184
"116","GPS2",1.39,0.0823,1.722,0.678,0.171,0.0224,116,1.64975198166584
"117","SRF",2.181,0.0146,1.289,0.671,0.171,0.0225,117,1.64781748188864
"118","MBD1",2.117,0.0171,1.756,0.66,0.174,0.0236,118,1.62708799702989
"119","BRD2",3.216,0.000651,0.389,0.709,0.177,0.0249,119,1.60380065290426
"120","U2AF1",3.071,0.00107,0.516,0.698,0.178,0.0255,120,1.59345981956604
"121","CBX4",1.441,0.0748,1.321,0.683,0.179,0.0257,121,1.59006687666871
"122","CNOT3",1.749,0.0401,1.258,0.674,0.18,0.0264,122,1.57839607313017
"123","CREB1",3.302,0.000479,0.579,0.688,0.181,0.0268,123,1.57186520597121
"124","DCP1A",2.227,0.013,0.587,0.698,0.181,0.0268,124,1.57186520597121
"125","EGR1",2.151,0.0157,0.745,0.687,0.183,0.0276,125,1.55909091793478
"126","GMEB1",1.601,0.0547,0.785,0.699,0.183,0.0277,126,1.55752023093555
"127","MBTD1",1.446,0.0742,1.223,0.683,0.184,0.0281,127,1.55129368009492
"128","ZNF649",1.249,0.106,3.776,0.667,0.184,0.0281,128,1.55129368009492
"129","H2AFX",0.723,0.235,2.183,0.69,0.185,0.0286,129,1.54363396687096
"130","FAM208A",2.163,0.0153,0.665,0.691,0.185,0.0287,130,1.54211810326601
"131","RFX1",0.627,0.265,1.294,0.73,0.186,0.0289,131,1.53910215724345
"132","DIDO1",1.74,0.0409,1.421,0.669,0.186,0.0291,132,1.53610701101409
"133","TET1",1.621,0.0525,0.703,0.702,0.187,0.0294,133,1.53165266958784
"134","COPS2",1.351,0.0884,1.61,0.675,0.187,0.0296,134,1.52870828894106
"135","SRC",0.987,0.162,1.865,0.683,0.188,0.0299,135,1.52432881167557
"136","GABPA",3.626,0.000144,0.429,0.693,0.189,0.0304,136,1.51712641639125
"137","SP4",1.695,0.0451,0.899,0.685,0.189,0.0304,137,1.51712641639125
"138","DEAF1",1.587,0.0563,0.739,0.697,0.193,0.0322,138,1.49214412830417
"139","AUTS2",1.688,0.0457,0.524,0.716,0.194,0.0331,139,1.48017200622428
"140","ZNF75A",1.544,0.0613,0.829,0.692,0.195,0.0333,140,1.47755576649368
"141","POLR2A",19.279,4.06e-83,-0.082,0.734,0.196,0.0337,141,1.47237009912866
"142","KRAB",2.13,0.0166,1.482,0.655,0.196,0.0337,142,1.47237009912866
"143","HDAC8",1.845,0.0325,1.611,0.656,0.196,0.0337,143,1.47237009912866
"144","UHRF2",1.414,0.0787,1.118,0.68,0.197,0.0346,144,1.46092390120722
"145","SIRT1",1.665,0.0479,2.073,0.652,0.198,0.0348,145,1.45842075605342
"146","SP140",1.573,0.0579,1.626,0.665,0.198,0.0348,146,1.45842075605342
"147","KDM4C",1.606,0.0542,0.66,0.699,0.198,0.035,147,1.45593195564972
"148","GMEB2",2.165,0.0152,0.518,0.696,0.198,0.0352,148,1.45345733652187
"149","ZFX",2.477,0.00663,0.782,0.674,0.199,0.0355,149,1.44977164694491
"150","HBP1",1.692,0.0453,1.049,0.674,0.199,0.0355,150,1.44977164694491
"151","ELK1",2.4,0.00819,0.327,0.709,0.2,0.0357,151,1.44733178388781
"152","ASCL2",1.396,0.0814,1.128,0.678,0.2,0.0359,152,1.44490555142168
"153","EMSY",1.614,0.0533,0.637,0.701,0.2,0.0359,153,1.44490555142168
"154","DNMT3B",1.308,0.0955,1.94,0.666,0.203,0.0375,154,1.42596873227228
"155","NFYC",1.553,0.0603,0.736,0.693,0.203,0.0375,155,1.42596873227228
"156","ZBTB10",1.519,0.0643,0.798,0.689,0.203,0.0379,156,1.42136079003193
"157","SUPT5H",2.795,0.0026,0.436,0.691,0.203,0.0379,157,1.42136079003193
"158","ZNF837",1.409,0.0794,2.126,0.655,0.206,0.0393,158,1.40560744962457
"159","SOX9",1.581,0.0569,0.888,0.681,0.206,0.0395,159,1.40340290437354
"160","ZMIZ1",1.369,0.0855,1.721,0.665,0.207,0.0397,160,1.40120949323689
"161","ZNF131",1.556,0.0599,0.68,0.693,0.207,0.0397,161,1.40120949323689
"162","ZNF701",1.161,0.123,2.351,0.661,0.207,0.0402,162,1.39577394691553
"163","MNT",1.581,0.057,1.566,0.659,0.208,0.0404,163,1.3936186348894
"164","GLIS2",1.843,0.0327,0.915,0.672,0.208,0.0404,164,1.3936186348894
"165","TAF3",1.633,0.0512,0.524,0.704,0.211,0.0421,165,1.37571790416433
"166","SRSF3",2.112,0.0174,0.56,0.687,0.211,0.0423,166,1.37365963262496
"167","BRPF3",2.677,0.00371,0.303,0.696,0.212,0.0427,167,1.36957212497498
"168","EZH1",2.328,0.00995,0.774,0.67,0.212,0.0432,168,1.36451625318509
"169","NCAPG2",1.145,0.126,2.271,0.66,0.213,0.0434,169,1.36251027048749
"170","PCGF1",2.019,0.0217,0.565,0.687,0.214,0.044,170,1.35654732351381
"171","SP3",1.8,0.036,0.768,0.675,0.215,0.0445,171,1.35163998901907
"172","HINFP",1.398,0.0811,1.524,0.661,0.216,0.0452,172,1.34486156518862
"173","CDCA2",1.156,0.124,2.125,0.661,0.216,0.0452,173,1.34486156518862
"174","FOXD2",1.403,0.0804,0.923,0.679,0.216,0.0452,174,1.34486156518862
"175","PHIP",2.769,0.00281,0.081,0.706,0.216,0.0454,175,1.3429441471429
"176","KLF7",1.663,0.0481,1.197,0.663,0.216,0.0456,176,1.34103515733556
"177","RB1",1.759,0.0393,0.385,0.703,0.218,0.0468,177,1.32975414692588
"178","TAZ",1.193,0.116,1.822,0.664,0.22,0.0482,178,1.31695296176115
"179","KAT7",1.639,0.0507,0.411,0.705,0.221,0.0486,179,1.31336373073771
"180","ZNF792",1.476,0.0699,1.643,0.653,0.222,0.0491,180,1.30891850787703
"181","PAF1",3.556,0.000188,0.311,0.683,0.223,0.0496,181,1.3045183235098
"182","BRD1",1.635,0.0511,0.407,0.705,0.223,0.0498,182,1.30277065724028
"183","GTF2B",3.093,0.000992,0.266,0.687,0.224,0.0508,183,1.29413628771608
"184","NCAPH2",2.073,0.0191,0.459,0.686,0.226,0.0523,184,1.28149831113273
"185","GTF2F1",1.436,0.0755,0.582,0.694,0.227,0.0525,185,1.27984069659404
"186","HEY1",1.58,0.0571,0.804,0.675,0.228,0.0535,186,1.27164621797877
"187","TET3",1.379,0.0839,0.672,0.688,0.229,0.0538,187,1.26921772433361
"188","XBP1",1.011,0.156,1.679,0.667,0.23,0.0551,188,1.25884840114821
"189","NFYB",1.162,0.123,0.998,0.678,0.231,0.0556,189,1.25492520841794
"190","ZNF438",1.253,0.105,2.473,0.645,0.231,0.0556,190,1.25492520841794
"191","FEV",1.332,0.0915,0.958,0.674,0.233,0.0571,191,1.24336389175415
"192","GABP",1.477,0.0698,1.007,0.666,0.234,0.0577,192,1.23882418684427
"193","ORC1",1.475,0.0701,0.624,0.685,0.237,0.0596,193,1.22475374025976
"194","EP400",1.239,0.108,1.284,0.667,0.237,0.0596,194,1.22475374025976
"195","ELF2",1.451,0.0734,0.648,0.683,0.237,0.0598,195,1.22329881601159
"196","CHAMP1",1.281,0.1,1.786,0.651,0.238,0.0604,196,1.21896306137887
"197","ING2",1.093,0.137,1.848,0.657,0.238,0.0609,197,1.21538270736712
"198","GRHL3",1.377,0.0843,1.454,0.651,0.242,0.0637,198,1.19586056766465
"199","KMT2D",1.902,0.0286,0.045,0.705,0.242,0.064,199,1.19382002601611
"200","FOXO3",0.77,0.221,1.888,0.667,0.243,0.0646,200,1.18976748200492
"201","ZNF24",1.579,0.0572,1.247,0.651,0.243,0.0649,201,1.18775530319963
"202","BMI1",0.756,0.225,0.948,0.691,0.244,0.0654,202,1.18442225167573
"203","POLR2AphosphoS5",1.303,0.0963,0.905,0.673,0.244,0.0654,203,1.18442225167573
"204","ZNF239",1.195,0.116,1.964,0.647,0.246,0.0669,204,1.17457388223218
"205","ZC3H8",1.374,0.0848,1.428,0.65,0.247,0.0675,205,1.17069622716898
"206","ZNF641",1.233,0.109,1.662,0.652,0.247,0.0678,206,1.16877030613294
"207","HEXIM1",1.454,0.0729,0.763,0.672,0.247,0.0678,207,1.16877030613294
"208","SCML2",0.921,0.178,0.895,0.684,0.248,0.0684,208,1.16494389827988
"209","INTS11",2.004,0.0226,0.567,0.671,0.248,0.0687,209,1.16304326294045
"210","ELF1",2.839,0.00227,0.417,0.671,0.248,0.069,210,1.16115090926274
"211","EGLN2",1,0.159,2.08,0.65,0.25,0.0702,211,1.15366288787019
"212","RUVBL1",1.31,0.095,0.85,0.672,0.252,0.072,212,1.14266750356873
"213","ZXDC",0.95,0.171,2.225,0.647,0.253,0.0729,213,1.13727247168203
"214","YY1",2.855,0.00215,-0.059,0.69,0.253,0.0733,214,1.13489602535887
"215","ZNF547",1.092,0.137,1.485,0.656,0.256,0.0751,215,1.12436006299583
"216","HMGN3",1.279,0.1,0.902,0.67,0.256,0.0751,216,1.12436006299583
"217","AEBP2",1.006,0.157,2.069,0.648,0.256,0.0755,217,1.12205304837081
"218","DPF1",0.948,0.172,2.139,0.647,0.258,0.0771,218,1.11294562194904
"219","ARNT2",1.287,0.0991,0.858,0.67,0.26,0.079,219,1.10237290870956
"220","ID3",1.251,0.106,1.531,0.647,0.26,0.0793,220,1.1007268126824
"221","KDM5C",1.325,0.0925,0.027,0.733,0.261,0.08,221,1.09691001300806
"222","RARA",0.712,0.238,1.324,0.671,0.262,0.081,222,1.09151498112135
"223","PRAME",1.107,0.134,1.257,0.658,0.262,0.081,223,1.09151498112135
"224","ZNF280D",1.217,0.112,1.677,0.645,0.264,0.083,224,1.08092190762393
"225","MAPK1",1.743,0.0407,0.474,0.672,0.265,0.0833,225,1.07935499859321
"226","ZBTB33",1.599,0.0549,0.515,0.675,0.267,0.0857,226,1.0670191780768
"227","PRDM11",0.897,0.185,0.658,0.688,0.269,0.0875,227,1.05799194697769
"228","ELL2",2.258,0.012,0.239,0.674,0.27,0.0882,228,1.05453141486818
"229","SUMO1",1.359,0.087,0.737,0.666,0.274,0.0921,229,1.03574036980315
"230","ZNF610",1.706,0.044,0.537,0.667,0.274,0.0929,230,1.03198428600636
"231","NCOA1",1.168,0.121,1.259,0.649,0.276,0.0947,231,1.02365002099673
"232","TAF1",2.205,0.0137,-0.22,0.693,0.277,0.0954,232,1.0204516252959
"233","CDK7",1.616,0.053,-0.024,0.697,0.277,0.0954,233,1.0204516252959
"234","KLF4",0.462,0.322,0.723,0.698,0.277,0.0958,234,1.01863449092146
"235","CTBP2",0.819,0.206,1.146,0.664,0.278,0.0969,235,1.01367622294923
"236","CHD1",2.552,0.00535,-0.234,0.688,0.279,0.0981,236,1.00833099262005
"237","NPAT",1.299,0.097,0.64,0.671,0.281,0.1,237,1
"238","EHMT2",-0.203,0.581,1.213,0.697,0.281,0.1,238,1
"239","SNAI2",1.306,0.0958,0.86,0.657,0.282,0.101,239,0.995678626217357
"240","MCM3",1.06,0.145,1.743,0.639,0.283,0.102,240,0.991399828238082
"241","ZNF16",0.961,0.168,2.129,0.635,0.283,0.102,241,0.991399828238082
"242","RBCK1",1.309,0.0953,0.585,0.672,0.284,0.103,242,0.987162775294828
"243","ZSCAN22",2.023,0.0216,0.386,0.664,0.284,0.104,243,0.98296666070122
"244","ZNF623",1.016,0.155,1.957,0.635,0.284,0.104,244,0.98296666070122
"245","MAZ",1.984,0.0236,0.171,0.673,0.287,0.106,245,0.97469413473523
"246","HOXA1",1.246,0.107,0.692,0.667,0.287,0.106,246,0.97469413473523
"247","ZNF391",1.321,0.0932,0.983,0.647,0.287,0.107,247,0.97061622231479
"248","PHF2",1.849,0.0323,0.033,0.679,0.288,0.108,248,0.96657624451305
"249","ARNT",0.635,0.263,1.631,0.653,0.289,0.108,249,0.96657624451305
"250","BRCA1",1.328,0.0921,0.371,0.681,0.289,0.108,250,0.96657624451305
"251","ZBTB40",1.133,0.129,0.757,0.666,0.289,0.108,251,0.96657624451305
"252","NFRKB",1.289,0.0987,0.884,0.653,0.289,0.108,252,0.96657624451305
"253","POLR3A",0.695,0.244,1.195,0.663,0.289,0.108,253,0.96657624451305
"254","ZNF138",0.797,0.213,2.165,0.638,0.289,0.109,254,0.962573502059376
"255","LMTK3",0.914,0.18,2.093,0.634,0.289,0.109,255,0.962573502059376
"256","RNF2",0.877,0.19,0.401,0.696,0.29,0.11,256,0.958607314841775
"257","FGFR1",1.74,0.041,0.337,0.669,0.29,0.11,257,0.958607314841775
"258","ZNF121",0.805,0.21,1.131,0.658,0.291,0.111,258,0.954677021213343
"259","ZNF8",0.454,0.325,1.592,0.659,0.291,0.111,259,0.954677021213343
"260","ZNF639",1.449,0.0737,0.535,0.667,0.293,0.113,260,0.94692155651658
"261","TGIF2",1.239,0.108,0.966,0.648,0.293,0.114,261,0.943095148663527
"262","DDX5",0.339,0.367,1.528,0.662,0.294,0.114,262,0.943095148663527
"263","L3MBTL2",1.019,0.154,1.551,0.637,0.296,0.117,263,0.931814138253838
"264","TCOF1",1.34,0.0901,0.42,0.674,0.296,0.117,264,0.931814138253838
"265","MCRS1",1.36,0.0869,0.346,0.676,0.298,0.119,265,0.924453038607469
"266","ZSCAN29",1.149,0.125,1.086,0.645,0.298,0.119,266,0.924453038607469
"267","RAD21",0.754,0.225,0.476,0.691,0.298,0.12,267,0.920818753952375
"268","KLF17",1.296,0.0974,0.922,0.646,0.299,0.12,268,0.920818753952375
"269","ZNF197",1.182,0.119,1.103,0.643,0.299,0.121,269,0.91721462968355
"270","ATF1",1.708,0.0438,0.483,0.654,0.303,0.125,270,0.903089986991944
"271","KLF12",1.336,0.0907,0.373,0.674,0.304,0.127,271,0.896196279044043
"272","CHD2",1.272,0.102,0.3,0.681,0.304,0.127,272,0.896196279044043
"273","ZNF585B",0.808,0.209,2.391,0.625,0.306,0.129,273,0.889410289700751
"274","JARID2",1.718,0.0429,0.218,0.668,0.306,0.129,274,0.889410289700751
"275","ARNTL",1.027,0.152,0.629,0.669,0.307,0.131,275,0.882728704344236
"276","STAT2",1.132,0.129,0.36,0.68,0.309,0.133,276,0.876148359032914
"277","ZBTB14",1.373,0.0849,0.183,0.677,0.309,0.133,277,0.876148359032914
"278","ING5",0.655,0.256,2.283,0.629,0.311,0.135,278,0.869666231504994
"279","MXD3",1.101,0.135,0.709,0.657,0.311,0.135,279,0.869666231504994
"280","BCOR",1.244,0.107,0.695,0.655,0.311,0.135,280,0.869666231504994
"281","ZNF423",1.246,0.106,0.847,0.646,0.313,0.138,281,0.860120913598763
"282","L3MBTL4",0.921,0.178,1.058,0.645,0.314,0.139,282,0.856985199745905
"283","KDM3B",1.152,0.125,0.911,0.644,0.316,0.142,283,0.847711655616944
"284","AFF1",1.03,0.152,0.391,0.677,0.316,0.143,284,0.844663962534938
"285","TDRD3",1.156,0.124,0.589,0.661,0.317,0.143,285,0.844663962534938
"286","ZBTB7B",1.097,0.136,0.669,0.657,0.317,0.144,286,0.84163750790475
"287","ZNF2",1.127,0.13,1.028,0.638,0.32,0.147,287,0.832682665251824
"288","ZEB2",1.034,0.151,0.975,0.642,0.32,0.148,288,0.829738284605043
"289","PTPN11",1.251,0.106,0.436,0.668,0.32,0.148,289,0.829738284605043
"290","ADNP",0.979,0.164,1.275,0.633,0.321,0.148,290,0.829738284605043
"291","ATF7IP",0.15,0.44,1.852,0.647,0.323,0.152,291,0.818156412055227
"292","TFAP2A",0.829,0.203,0.932,0.648,0.324,0.152,292,0.818156412055227
"293","WHSC1",0.842,0.2,1.677,0.625,0.324,0.153,293,0.815308569182401
"294","SPDEF",0.487,0.313,0.643,0.677,0.325,0.155,294,0.809668301829709
"295","USF1",0.81,0.209,0.577,0.67,0.328,0.159,295,0.798602875679548
"296","ZNF441",1.027,0.152,0.699,0.652,0.328,0.159,296,0.798602875679548
"297","RCOR1",0.194,0.423,0.611,0.686,0.329,0.16,297,0.795880017344075
"298","ZNF765",0.531,0.298,2.422,0.622,0.329,0.16,298,0.795880017344075
"299","SMARCA5",0.555,0.289,1.345,0.644,0.33,0.161,299,0.79317412396815
"300","POLR2B",1.068,0.143,-0.107,0.693,0.331,0.164,300,0.785156151952302
"301","KAT8",1.305,0.096,0.526,0.652,0.332,0.164,301,0.785156151952302
"302","FOXK1",0.423,0.336,1.928,0.633,0.334,0.167,302,0.777283528852417
"303","ZNF528",0.701,0.242,1.449,0.632,0.335,0.169,303,0.772113295386326
"304","ZNF141",0.656,0.256,1.557,0.629,0.336,0.17,304,0.769551078621726
"305","ZNF83",1.118,0.132,0.914,0.634,0.336,0.171,305,0.767003889607846
"306","RAD51",0.519,0.302,1.408,0.64,0.337,0.173,306,0.761953896871205
"307","LEF1",0.926,0.177,0.457,0.669,0.338,0.173,307,0.761953896871205
"308","GRHL1",0.772,0.22,1.162,0.636,0.338,0.174,308,0.7594507517174
"309","PHF6",1.29,0.0985,0.156,0.67,0.339,0.175,309,0.756961951313706
"310","HOXA6",1.043,0.149,0.581,0.653,0.34,0.178,310,0.749579997691106
"311","CHD8",0,0.5,0.454,0.7,0.341,0.178,311,0.749579997691106
"312","TBP",1.44,0.075,0.008,0.67,0.341,0.178,312,0.749579997691106
"313","NBN",0.822,0.206,0.898,0.644,0.341,0.179,313,0.747146969020107
"314","NONO",0.384,0.351,2.193,0.625,0.341,0.179,314,0.747146969020107
"315","BCL11B",1.761,0.0391,0.061,0.654,0.343,0.182,315,0.739928612014925
