"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"136","BCAT1",1.005,0.157,1.798,0.477,0.178,0.0254,136,1.59516628338006
"137","PRDM1",1.118,0.132,1.291,0.501,0.179,0.0257,137,1.59006687666871
"138","CHAT",0.926,0.177,2.081,0.464,0.179,0.0257,138,1.59006687666871
"139","ZXDC",0.786,0.216,1.95,0.478,0.179,0.026,139,1.58502665202918
"140","DROSHA",1.3,0.0969,0.489,0.549,0.183,0.0274,140,1.56224943717961
"141","ZNF22",0.755,0.225,2.065,0.474,0.183,0.0276,141,1.55909091793478
"142","SON",0.98,0.164,1.279,0.502,0.185,0.0286,142,1.54363396687096
"143","RARG",1.262,0.104,1.052,0.503,0.186,0.0289,143,1.53910215724345
"144","SCRT2",0.939,0.174,2.008,0.462,0.187,0.0294,144,1.53165266958784
"145","MCM2",0.757,0.224,1.995,0.475,0.187,0.0294,145,1.53165266958784
"146","HOXA9",0.727,0.234,1.381,0.513,0.188,0.0297,146,1.52724355068279
"147","ESRRA",0.634,0.263,1.188,0.545,0.188,0.0299,147,1.52432881167557
"148","OSR2",1.053,0.146,1.707,0.471,0.189,0.0303,148,1.51855737149769
"149","MBD1",1.416,0.0785,0.871,0.503,0.19,0.0308,149,1.51144928349956
"150","NME2",0.955,0.17,1.924,0.466,0.19,0.031,150,1.50863830616573
"151","KLF4",1.378,0.0841,1.449,0.473,0.192,0.0317,151,1.49894073778225
"152","HES1",0.627,0.265,1.496,0.507,0.193,0.0322,152,1.49214412830417
"153","KDM1B",0.679,0.249,2.241,0.464,0.194,0.0329,153,1.48280410205003
"154","SATB1",0.614,0.27,2.233,0.467,0.197,0.0346,154,1.46092390120722
"155","CNOT3",1.318,0.0938,0.875,0.499,0.198,0.0348,155,1.45842075605342
"156","ZNF512",1.019,0.154,1.547,0.473,0.199,0.0354,156,1.45099673797421
"157","FEZF1",1.096,0.137,1.673,0.462,0.199,0.0355,157,1.44977164694491
"158","ZNF701",0.773,0.22,1.713,0.477,0.2,0.0359,158,1.44490555142168
"159","CTBP1",0.944,0.173,1.425,0.48,0.2,0.0361,159,1.44249279809434
"160","ZNF382",1.027,0.152,1.898,0.453,0.201,0.0363,160,1.44009337496389
"161","ETV5",0.783,0.217,1.083,0.51,0.204,0.0383,161,1.41680122603138
"162","MBD4",0.804,0.211,1.471,0.481,0.205,0.0387,162,1.41228903498109
"163","MECOM",0.809,0.209,1.429,0.482,0.206,0.0391,163,1.40782324260413
"164","CAMTA2",0.794,0.214,1.488,0.479,0.206,0.0395,164,1.40340290437354
"165","CLOCK",0.484,0.314,2.199,0.471,0.206,0.0395,165,1.40340290437354
"166","ZNF485",0.673,0.25,2.005,0.463,0.208,0.0404,166,1.3936186348894
"167","ZNF317",0.731,0.233,1.956,0.461,0.211,0.0425,167,1.37161106994969
"168","SMARCC1",0.904,0.183,0.565,0.527,0.211,0.0425,168,1.37161106994969
"169","PRDM14",0.776,0.219,1.501,0.477,0.212,0.0427,169,1.36957212497498
"170","MRE11A",0.964,0.168,1.238,0.479,0.212,0.0432,170,1.36451625318509
"171","ZNF490",0.614,0.27,2.166,0.455,0.213,0.0434,171,1.36251027048749
"172","KDM2B",2.15,0.0158,-0.729,0.602,0.216,0.0454,172,1.3429441471429
"173","DPF2",0.422,0.336,1.442,0.505,0.217,0.0458,173,1.33913452199613
"174","APOBEC3B",0.78,0.218,1.372,0.478,0.219,0.047,174,1.32790214206428
"175","LMNB1",0.701,0.242,1.758,0.467,0.22,0.0477,175,1.32148162095989
"176","SMAD4",0.839,0.201,1.019,0.49,0.221,0.0484,176,1.31515463835559
"177","ZNF750",0.694,0.244,1.751,0.466,0.221,0.0486,177,1.31336373073771
"178","SMARCA2",0.768,0.221,1.54,0.47,0.221,0.0489,178,1.31069114087638
"179","MYBL2",0.768,0.221,1.426,0.476,0.221,0.0489,179,1.31069114087638
"180","NR1H2",1.22,0.111,1.088,0.472,0.224,0.0508,180,1.29413628771608
"181","SRCAP",0.58,0.281,2.045,0.451,0.226,0.052,181,1.2839966563652
"182","KDM5B",1.24,0.108,0.099,0.509,0.229,0.0538,182,1.26921772433361
"183","NFIC",0.733,0.232,1.098,0.488,0.23,0.0545,183,1.26360349772336
"184","ZNF436",0.712,0.238,1.538,0.469,0.23,0.0545,184,1.26360349772336
"185","EED",0.249,0.402,0.745,0.658,0.232,0.0561,185,1.25103713874384
"186","KLF16",0.832,0.203,1.304,0.468,0.232,0.0564,186,1.24872089601666
"187","BANF1",1.046,0.148,1.257,0.459,0.234,0.0579,187,1.23732143627256
"188","NEUROG2",1.584,0.0566,1.141,0.449,0.235,0.0587,188,1.23136189875239
"189","RUNX2",0.491,0.312,1.469,0.482,0.236,0.059,189,1.22914798835786
"190","SIRT1",0.444,0.329,1.398,0.489,0.236,0.0593,190,1.22694530663574
"191","ZNF506",0.602,0.274,1.814,0.453,0.237,0.0601,191,1.22112552799726
"192","EGLN2",0.714,0.238,1.382,0.469,0.24,0.0623,192,1.20551195334083
"193","MYOD1",0.807,0.21,1.311,0.461,0.242,0.064,193,1.19382002601611
"194","REPIN1",0.416,0.339,1.121,0.501,0.246,0.0666,194,1.1765257708297
"195","SMAD1",0.283,0.389,0.997,0.533,0.246,0.0669,195,1.17457388223218
"196","JUND",0.355,0.361,0.639,0.542,0.247,0.0681,196,1.16685288808721
"197","SMARCA5",0.394,0.347,1.139,0.499,0.248,0.0687,197,1.16304326294045
"198","ZNF425",0.625,0.266,1.56,0.457,0.248,0.0687,198,1.16304326294045
"199","ZNF680",0.554,0.29,1.842,0.447,0.249,0.0693,199,1.15926676538819
"200","DACOR1",0.509,0.305,2.02,0.442,0.249,0.0696,200,1.15739076038944
"201","TP73",0.791,0.214,1.489,0.446,0.25,0.0705,201,1.1518108830086
"202","EGR3",0.73,0.233,1.137,0.471,0.251,0.0714,202,1.14630178822383
"203","LHX2",0.711,0.239,1.562,0.448,0.252,0.072,203,1.14266750356873
"204","ZNF563",0.562,0.287,1.746,0.449,0.252,0.072,204,1.14266750356873
"205","ZNF134",0.531,0.298,1.925,0.445,0.252,0.0723,205,1.14086170270547
"206","LMNA",0.56,0.288,1.589,0.455,0.253,0.0729,206,1.13727247168203
"207","SMAD2-SMAD3",0.559,0.288,0.819,0.494,0.253,0.0729,207,1.13727247168203
"208","ZNF770",0.609,0.271,1.505,0.454,0.255,0.0748,208,1.12609840213554
"209","SOX4",0.904,0.183,1.129,0.453,0.256,0.0755,209,1.12205304837081
"210","CHD8",0.475,0.318,1.101,0.486,0.257,0.0764,210,1.11690664142431
"211","ZSCAN16",0.379,0.352,0.97,0.502,0.257,0.0764,211,1.11690664142431
"212","ZBTB42",0.657,0.255,1.335,0.461,0.259,0.078,212,1.10790539730952
"213","SMARCA4",0.546,0.293,-0.315,0.577,0.261,0.08,213,1.09691001300806
"214","ZNF445",0.557,0.289,1.601,0.448,0.262,0.081,214,1.09151498112135
"215","GRHL1",0.711,0.238,1.09,0.469,0.262,0.0813,215,1.08990945440593
"216","ZNF362",0.739,0.23,1.353,0.447,0.263,0.0823,216,1.08460016478773
"217","ZNF35",0.659,0.255,1.249,0.461,0.263,0.0823,217,1.08460016478773
"218","ZNF320",0.711,0.239,1.687,0.433,0.265,0.084,218,1.07572071393812
"219","PCGF2",0.872,0.192,0.924,0.456,0.266,0.0851,219,1.07007043991541
"220","ATF7IP",0.122,0.452,1.803,0.47,0.269,0.0875,220,1.05799194697769
"221","CEBPG",0.589,0.278,1.386,0.449,0.272,0.0903,221,1.04431224968649
"222","ZNF384",0.447,0.328,0.908,0.484,0.273,0.0914,222,1.03905380426617
"223","ZMYM3",0.724,0.235,0.739,0.469,0.275,0.0932,223,1.03058408764602
"224","IKZF2",0.811,0.209,0.885,0.453,0.275,0.0932,224,1.03058408764602
"225","ZNF823",0.464,0.322,1.802,0.436,0.278,0.0962,225,1.01682492796219
"226","TTF2",0.32,0.375,0.12,0.543,0.278,0.0969,226,1.01367622294923
"227","PPARG",0.646,0.259,0.464,0.483,0.279,0.0973,227,1.01188715973165
"228","ZNF549",0.418,0.338,1.972,0.429,0.279,0.0977,228,1.01010543628123
"229","ZEB1",0.538,0.295,-0.357,0.54,0.279,0.0981,229,1.00833099262005
"230","BCL11A",0.169,0.433,0.455,0.535,0.283,0.102,230,0.991399828238082
"231","ZNF133",0.421,0.337,1.874,0.43,0.284,0.103,231,0.987162775294828
"232","ZNF92",0.535,0.296,1.383,0.445,0.285,0.105,232,0.978810700930062
"233","FOXO3",0.301,0.382,0.831,0.489,0.288,0.107,233,0.97061622231479
"234","ZNF479",0.535,0.296,1.306,0.445,0.29,0.11,234,0.958607314841775
"235","ZNF169",0.465,0.321,1.575,0.436,0.29,0.11,235,0.958607314841775
"236","ZNF28",0.574,0.283,1.094,0.45,0.292,0.112,236,0.950781977329818
"237","RARA",0.106,0.458,0.625,0.518,0.293,0.113,237,0.94692155651658
"238","ZNF141",0.512,0.304,1.343,0.442,0.293,0.114,238,0.943095148663527
"239","GTF3C5",0.813,0.208,-0.215,0.482,0.294,0.114,239,0.943095148663527
"240","PRDM10",0.763,0.223,0.847,0.446,0.295,0.115,240,0.939302159646388
"241","SOX10",0.484,0.314,1.439,0.439,0.295,0.116,241,0.935542010773082
"242","SOX13",0.665,0.253,0.994,0.447,0.297,0.117,242,0.931814138253838
"243","ZNF534",0.657,0.256,0.715,0.461,0.297,0.117,243,0.931814138253838
"244","ZNF17",0.358,0.36,1.89,0.422,0.298,0.119,244,0.924453038607469
"245","KLF5",0.797,0.213,0.46,0.454,0.299,0.12,245,0.920818753952375
"246","ZNF467",0.663,0.254,0.617,0.461,0.299,0.12,246,0.920818753952375
"247","ZNF664",0.581,0.281,1.338,0.432,0.299,0.12,247,0.920818753952375
"248","CENPT",0.332,0.37,1.991,0.419,0.299,0.12,248,0.920818753952375
"249","WDHD1",0.732,0.232,0.86,0.443,0.301,0.123,249,0.910094888560602
"250","ELF3",0.718,0.236,0.832,0.443,0.303,0.125,250,0.903089986991944
"251","CEBPB",0.216,0.414,0.525,0.501,0.303,0.126,251,0.899629454882437
"252","EMX1",0.92,0.179,-0.152,0.469,0.304,0.127,252,0.896196279044043
"253","ZNF697",0.128,0.449,1.606,0.449,0.304,0.127,253,0.896196279044043
"254","ESCO2",0.651,0.258,0.573,0.46,0.306,0.128,254,0.892790030352132
"255","ZNF101",0.367,0.357,1.365,0.44,0.307,0.13,255,0.886056647693163
"256","ICE1",0.762,0.223,0.585,0.447,0.308,0.132,256,0.87942606879415
"257","ZBTB6",0.755,0.225,0.56,0.449,0.309,0.133,257,0.876148359032914
"258","ZSCAN2",0.485,0.314,1.223,0.439,0.309,0.133,258,0.876148359032914
"259","ZNF75D",0.358,0.36,1.725,0.422,0.309,0.133,259,0.876148359032914
"260","ZNF800",0.42,0.337,1.634,0.42,0.31,0.133,260,0.876148359032914
"261","ATF3",0.356,0.361,0.252,0.488,0.311,0.135,261,0.869666231504994
"262","H2AZ",1.992,0.0232,-1.548,0.52,0.312,0.136,262,0.866461091629782
"263","TRIM25",0.388,0.349,-0.225,0.505,0.312,0.136,263,0.866461091629782
"264","MBD2",0.082,0.467,-0.435,0.644,0.312,0.137,264,0.863279432843593
"265","PARP1",0.322,0.374,1.863,0.418,0.312,0.137,265,0.863279432843593
"266","ZNF366",0.498,0.309,0.715,0.454,0.316,0.143,266,0.844663962534938
"267","POLR2AphosphoS5",0.84,0.2,0.395,0.44,0.317,0.143,267,0.844663962534938
"268","LMTK3",0.308,0.379,1.435,0.436,0.318,0.145,268,0.838631997765025
"269","PPARGC1A",0.524,0.3,0.861,0.443,0.32,0.148,269,0.829738284605043
"270","CHD7",0.018,0.493,0.232,0.525,0.32,0.148,270,0.829738284605043
"271","RBL1",0.506,0.307,0.921,0.441,0.322,0.15,271,0.823908740944319
"272","NFATC3",0.504,0.307,0.92,0.441,0.323,0.151,272,0.821023052706831
"273","ZNF600",0.683,0.247,0.618,0.439,0.323,0.151,273,0.821023052706831
"274","ZNF284",0.321,0.374,1.695,0.418,0.323,0.152,274,0.818156412055227
"275","SMN1",0.296,0.384,1.8,0.415,0.324,0.152,275,0.818156412055227
"276","ZNF335",0.826,0.205,-0.182,0.456,0.325,0.154,276,0.812479279163537
"277","ZNF440",0.287,0.387,1.802,0.413,0.326,0.156,277,0.806875401645538
"278","TEAD1",0.543,0.294,0.91,0.435,0.329,0.16,278,0.795880017344075
"279","SMARCE1",0.081,0.468,0.839,0.477,0.329,0.16,279,0.795880017344075
"280","GATA1",0.36,0.359,0.924,0.445,0.33,0.161,280,0.79317412396815
"281","PGR",0.444,0.329,1.092,0.433,0.33,0.162,281,0.790484985457369
"282","LARP7",-0.267,0.605,0.729,0.507,0.333,0.167,282,0.777283528852417
"283","MITF",0.331,0.371,1.178,0.436,0.333,0.167,283,0.777283528852417
"284","SP7",0.679,0.249,0.44,0.439,0.334,0.168,284,0.774690718274137
"285","USF1",0.333,0.37,-0.231,0.49,0.335,0.169,285,0.772113295386326
"286","ZNF282",0.828,0.204,-0.316,0.452,0.335,0.169,286,0.772113295386326
"287","DNMT3A",0.213,0.416,0.143,0.485,0.336,0.171,287,0.767003889607846
"288","WT1",0.624,0.266,0.553,0.437,0.338,0.174,288,0.7594507517174
"289","ZNF585A",0.373,0.355,1.175,0.424,0.34,0.178,289,0.749579997691106
"290","ZNF429",0.262,0.397,1.671,0.411,0.341,0.178,290,0.749579997691106
"291","EZH1",0.257,0.399,-1.155,0.664,0.343,0.182,291,0.739928612014925
"292","ZNF26",0.249,0.402,1.641,0.409,0.345,0.185,292,0.732828271596986
"293","ZNF121",0.537,0.296,0.72,0.429,0.346,0.186,293,0.730487055782084
"294","NOTCH3",0.152,0.44,1.881,0.398,0.349,0.191,294,0.718966632752272
"295","TTF1",0.403,0.344,1.116,0.418,0.35,0.193,295,0.714442690992226
"296","ZNF573",0.251,0.401,1.515,0.41,0.352,0.196,296,0.707743928643524
"297","ZNF780A",0.235,0.407,1.571,0.407,0.352,0.197,297,0.705533773838407
"298","ATF2",-0.096,0.538,0.141,0.502,0.353,0.198,298,0.703334809738469
"299","SP4",0.546,0.292,-0.535,0.474,0.353,0.198,299,0.703334809738469
"300","TCF7L1",-0.007,0.503,0.291,0.486,0.354,0.2,300,0.698970004336019
"301","BRD9",0.502,0.308,0.418,0.438,0.354,0.2,301,0.698970004336019
"302","RXRA",-0.224,0.589,-0.048,0.525,0.355,0.202,302,0.694648630553376
"303","ZNF182",0.354,0.362,1.067,0.422,0.356,0.202,303,0.694648630553376
"304","CTBP2",-0.046,0.518,-0.294,0.518,0.356,0.202,304,0.694648630553376
"305","NIPBL",-0.016,0.506,-0.532,0.539,0.356,0.203,305,0.692503962086787
"306","ZSCAN20",0.483,0.315,0.728,0.423,0.357,0.205,306,0.688246138944246
"307","ZNF257",0.466,0.321,0.406,0.436,0.36,0.21,307,0.677780705266081
"308","ZNF93",0.338,0.368,1.012,0.42,0.362,0.213,308,0.671620396561262
"309","ICE2",0.433,0.333,0.568,0.432,0.362,0.213,309,0.671620396561262
"310","ZNF554",0.313,0.377,1.114,0.417,0.364,0.217,310,0.663540266151471
"311","SF1",0.145,0.442,1.658,0.397,0.365,0.218,311,0.661543506395395
"312","CBX4",0.584,0.28,-0.39,0.451,0.365,0.218,312,0.661543506395395
"313","HIF1A",-0.247,0.598,0.369,0.491,0.365,0.219,313,0.659555885159882
"314","TCF12",-0.281,0.611,0.031,0.512,0.366,0.219,314,0.659555885159882
"315","ZNF766",0.116,0.454,0.764,0.444,0.366,0.219,315,0.659555885159882
"316","FXR2",0.331,0.37,0.958,0.419,0.367,0.222,316,0.653647025549361
